Iteration	Posterior	Likelihood	Prior	br_lengths[1]	br_lengths[2]	br_lengths[3]	br_lengths[4]	br_lengths[5]	br_lengths[6]	br_lengths[7]	br_lengths[8]	br_lengths[9]	br_lengths[10]	br_lengths[11]	br_lengths[12]	br_lengths[13]	br_lengths[14]	br_lengths[15]	br_lengths[16]	br_lengths[17]	br_lengths[18]	br_lengths[19]	br_lengths[20]	br_lengths[21]	br_lengths[22]	br_lengths[23]	br_lengths[24]	br_lengths[25]	br_lengths[26]	br_lengths[27]	br_lengths[28]	br_lengths[29]	br_lengths[30]	br_lengths[31]	br_lengths[32]	br_lengths[33]	br_lengths[34]	br_lengths[35]	br_lengths[36]	br_lengths[37]	br_lengths[38]	br_lengths[39]	br_lengths[40]	br_lengths[41]	br_lengths[42]	br_lengths[43]	br_lengths[44]	br_lengths[45]	br_lengths[46]	br_lengths[47]	br_lengths[48]	br_lengths[49]	br_lengths[50]	br_lengths[51]	br_lengths[52]	br_lengths[53]	br_lengths[54]	br_lengths[55]	br_lengths[56]	br_lengths[57]	br_lengths[58]	br_lengths[59]	br_lengths[60]	br_lengths[61]	br_lengths[62]	br_lengths[63]	br_lengths[64]	br_lengths[65]	br_lengths[66]	br_lengths[67]	br_lengths[68]	br_lengths[69]	br_lengths[70]	br_lengths[71]	br_lengths[72]	br_lengths[73]	br_lengths[74]	br_lengths[75]	br_lengths[76]	br_lengths[77]	br_lengths[78]	br_lengths[79]	br_lengths[80]	br_lengths[81]	br_lengths[82]	br_lengths[83]	br_lengths[84]	br_lengths[85]	br_lengths[86]	br_lengths[87]	br_lengths[88]	br_lengths[89]	br_lengths[90]	br_lengths[91]	br_lengths[92]	br_lengths[93]	br_lengths[94]	br_lengths[95]	br_lengths[96]	br_lengths[97]	br_lengths[98]	br_lengths[99]	br_lengths[100]	br_lengths[101]	br_lengths[102]	br_lengths[103]	br_lengths[104]	br_lengths[105]	br_lengths[106]	br_lengths[107]	br_lengths[108]	br_lengths[109]	br_lengths[110]	br_lengths[111]	br_lengths[112]	br_lengths[113]	br_lengths[114]	br_lengths[115]	br_lengths[116]	br_lengths[117]	br_lengths[118]	br_lengths[119]	br_lengths[120]	br_lengths[121]	br_lengths[122]	br_lengths[123]	br_lengths[124]	br_lengths[125]	br_lengths[126]	br_lengths[127]	br_lengths[128]	br_lengths[129]	br_lengths[130]	br_lengths[131]	br_lengths[132]	br_lengths[133]	br_lengths[134]	br_lengths[135]	br_lengths[136]	br_lengths[137]	br_lengths[138]	br_lengths[139]	br_lengths[140]	br_lengths[141]	br_lengths[142]	br_lengths[143]	br_lengths[144]	br_lengths[145]	br_lengths[146]	br_lengths[147]	br_lengths[148]	br_lengths[149]	br_lengths[150]	br_lengths[151]	br_lengths[152]	br_lengths[153]	muNeo	rate01	rate_categories[1]	rate_categories[2]	rate_categories[3]	rate_categories[4]	rate_categories[5]	rate_categories[6]	rate_log_sd	rel_br_lengths[1]	rel_br_lengths[2]	rel_br_lengths[3]	rel_br_lengths[4]	rel_br_lengths[5]	rel_br_lengths[6]	rel_br_lengths[7]	rel_br_lengths[8]	rel_br_lengths[9]	rel_br_lengths[10]	rel_br_lengths[11]	rel_br_lengths[12]	rel_br_lengths[13]	rel_br_lengths[14]	rel_br_lengths[15]	rel_br_lengths[16]	rel_br_lengths[17]	rel_br_lengths[18]	rel_br_lengths[19]	rel_br_lengths[20]	rel_br_lengths[21]	rel_br_lengths[22]	rel_br_lengths[23]	rel_br_lengths[24]	rel_br_lengths[25]	rel_br_lengths[26]	rel_br_lengths[27]	rel_br_lengths[28]	rel_br_lengths[29]	rel_br_lengths[30]	rel_br_lengths[31]	rel_br_lengths[32]	rel_br_lengths[33]	rel_br_lengths[34]	rel_br_lengths[35]	rel_br_lengths[36]	rel_br_lengths[37]	rel_br_lengths[38]	rel_br_lengths[39]	rel_br_lengths[40]	rel_br_lengths[41]	rel_br_lengths[42]	rel_br_lengths[43]	rel_br_lengths[44]	rel_br_lengths[45]	rel_br_lengths[46]	rel_br_lengths[47]	rel_br_lengths[48]	rel_br_lengths[49]	rel_br_lengths[50]	rel_br_lengths[51]	rel_br_lengths[52]	rel_br_lengths[53]	rel_br_lengths[54]	rel_br_lengths[55]	rel_br_lengths[56]	rel_br_lengths[57]	rel_br_lengths[58]	rel_br_lengths[59]	rel_br_lengths[60]	rel_br_lengths[61]	rel_br_lengths[62]	rel_br_lengths[63]	rel_br_lengths[64]	rel_br_lengths[65]	rel_br_lengths[66]	rel_br_lengths[67]	rel_br_lengths[68]	rel_br_lengths[69]	rel_br_lengths[70]	rel_br_lengths[71]	rel_br_lengths[72]	rel_br_lengths[73]	rel_br_lengths[74]	rel_br_lengths[75]	rel_br_lengths[76]	rel_br_lengths[77]	rel_br_lengths[78]	rel_br_lengths[79]	rel_br_lengths[80]	rel_br_lengths[81]	rel_br_lengths[82]	rel_br_lengths[83]	rel_br_lengths[84]	rel_br_lengths[85]	rel_br_lengths[86]	rel_br_lengths[87]	rel_br_lengths[88]	rel_br_lengths[89]	rel_br_lengths[90]	rel_br_lengths[91]	rel_br_lengths[92]	rel_br_lengths[93]	rel_br_lengths[94]	rel_br_lengths[95]	rel_br_lengths[96]	rel_br_lengths[97]	rel_br_lengths[98]	rel_br_lengths[99]	rel_br_lengths[100]	rel_br_lengths[101]	rel_br_lengths[102]	rel_br_lengths[103]	rel_br_lengths[104]	rel_br_lengths[105]	rel_br_lengths[106]	rel_br_lengths[107]	rel_br_lengths[108]	rel_br_lengths[109]	rel_br_lengths[110]	rel_br_lengths[111]	rel_br_lengths[112]	rel_br_lengths[113]	rel_br_lengths[114]	rel_br_lengths[115]	rel_br_lengths[116]	rel_br_lengths[117]	rel_br_lengths[118]	rel_br_lengths[119]	rel_br_lengths[120]	rel_br_lengths[121]	rel_br_lengths[122]	rel_br_lengths[123]	rel_br_lengths[124]	rel_br_lengths[125]	rel_br_lengths[126]	rel_br_lengths[127]	rel_br_lengths[128]	rel_br_lengths[129]	rel_br_lengths[130]	rel_br_lengths[131]	rel_br_lengths[132]	rel_br_lengths[133]	rel_br_lengths[134]	rel_br_lengths[135]	rel_br_lengths[136]	rel_br_lengths[137]	rel_br_lengths[138]	rel_br_lengths[139]	rel_br_lengths[140]	rel_br_lengths[141]	rel_br_lengths[142]	rel_br_lengths[143]	rel_br_lengths[144]	rel_br_lengths[145]	rel_br_lengths[146]	rel_br_lengths[147]	rel_br_lengths[148]	rel_br_lengths[149]	rel_br_lengths[150]	rel_br_lengths[151]	rel_br_lengths[152]	rel_br_lengths[153]	scale	stationaryDist[1]	stationaryDist[2]	tree_length
0	-4319.839	-4602.239	282.4002	0.200241	0.357641	0.221756	0.274593	0.000959347	0.23062	0.292172	0.18768	0.158947	0.0219212	0.0529691	0.193748	0.173572	0.199845	0.0210703	0.142612	0.238208	0.032052	0.12298	0.0831834	0.118965	0.100941	0.122337	0.0128518	0.0316841	0.0971506	0.0817392	0.0883008	0.112587	0.153378	0.0983174	0.21554	0.31799	0.1177	0.0706966	0.0464951	0.0697662	0.13012	0.0830526	0.0781555	0.0414557	0.102411	0.103536	0.0208825	0.221715	0.020181	0.0410165	0.18241	0.0301503	0.00897066	0.0147336	0.100711	0.0116138	0.0408836	0.08662	0.153157	0.188514	0.0351184	0.0418602	0.0450895	0.0144454	0.0919984	0.182695	0.000385907	0.000219516	0.0578911	0.111848	0.0263996	0.0942276	0.111045	0.00158596	0.228195	0.127242	0.0255863	0.256947	0.0896924	0.147086	0.203513	0.144523	0.0368435	0.202454	0.0823966	0.102009	0.0492711	0.0229588	0.105667	0.0021463	0.0732965	0.0281349	0.177414	0.190129	0.0800121	0.138145	0.00500642	0.0227814	0.032404	0.0437046	0.0205845	0.0521127	0.0354065	0.111777	0.125135	0.00589023	0.0226989	0.17421	0.0152342	0.030343	0.00295616	0.348303	0.0571583	0.054112	0.0991186	0.217492	0.00364622	0.107284	0.0439553	0.00785645	0.0645692	0.0131319	0.0166404	0.126405	0.023278	0.118683	0.0345243	0.0529986	1.37363e-06	0.198367	0.0228423	0.157109	0.019413	0.00383174	0.235795	0.0130843	0.0437943	0.0159341	0.022841	0.0827942	0.0701583	0.0204192	0.0558179	0.0212892	0.0448796	0.0136327	0.00935226	0.0285159	0.0974167	0.116237	0.0875895	0.066288	0.234051	0.0526246	0.0334897	0.108683	0.9785625	0.9580248	0.279374	0.536912	0.823635	1.21413	1.8625	3.57943	0.9220606	0.0142849	0.0255137	0.0158198	0.0195891	6.84386e-05	0.0164522	0.0208432	0.0133889	0.0113391	0.00156383	0.00377875	0.0138217	0.0123824	0.0142567	0.00150313	0.0101738	0.0169935	0.00228655	0.00877328	0.0059342	0.00848679	0.00720102	0.00872739	0.00091683	0.0022603	0.0069306	0.00583117	0.00629927	0.00803179	0.0109418	0.00701384	0.0153764	0.022685	0.00839658	0.00504341	0.0033169	0.00497703	0.00928259	0.00592487	0.00557552	0.0029574	0.00730589	0.0073861	0.00148974	0.0158168	0.00143969	0.00292606	0.0130129	0.00215088	0.000639956	0.00105108	0.00718462	0.000828513	0.00291659	0.00617937	0.010926	0.0134483	0.0025053	0.00298625	0.00321663	0.00103052	0.00656305	0.0130333	2.75302e-05	1.566e-05	0.00412988	0.0079791	0.00188332	0.00672208	0.00792178	0.00011314	0.0162791	0.00907726	0.00182529	0.0183303	0.00639854	0.010493	0.0145184	0.0103101	0.00262837	0.0144428	0.00587807	0.00727718	0.00351494	0.00163785	0.00753819	0.000153114	0.00522888	0.00200711	0.0126565	0.0135636	0.00570797	0.00985509	0.000357152	0.0016252	0.00231166	0.00311783	0.00146847	0.00371765	0.00252585	0.00797407	0.008927	0.000420202	0.00161931	0.0124279	0.00108679	0.00216463	0.000210889	0.0248475	0.0040776	0.00386028	0.007071	0.0155156	0.000260117	0.00765352	0.00313571	0.000560469	0.00460629	0.000936816	0.0011871	0.00901755	0.00166062	0.00846668	0.00246292	0.00378085	9.79929e-08	0.0141513	0.00162954	0.0112079	0.0013849	0.000273352	0.0168213	0.00093342	0.00312423	0.00113672	0.00162945	0.00590644	0.005005	0.00145668	0.00398198	0.00151875	0.00320165	0.000972539	0.000667178	0.00203429	0.00694959	0.00829219	0.00624853	0.00472891	0.0166969	0.00375418	0.00238911	0.00775332	1.006647	0.510719	0.489281	14.01763
36	-4342.259	-4624.626	282.3673	0.262002	0.0293418	0.51487	0.372839	0.0130409	0.24901	0.572756	0.205145	0.0493715	0.0378414	0.22629	0.195805	0.168241	0.247653	0.0123342	0.124122	0.135917	0.0187317	0.131947	0.113735	0.108637	0.123553	0.116942	0.0213126	0.0316599	0.0791995	0.0608923	0.085589	0.0869855	0.146955	0.093492	0.21598	0.461972	0.101388	0.0787841	0.0566316	0.069748	0.0935173	0.0580869	0.138487	0.0204103	0.0342491	0.0718522	0.00590436	0.17091	0.0104929	0.133884	0.0698429	0.0184199	0.00807258	0.0413755	0.0368817	0.0440468	0.220647	0.0598499	0.0022224	0.189468	0.049821	0.207183	0.00863374	0.031917	0.0147335	0.177085	6.22554e-05	0.00832811	0.0204107	0.111394	0.017113	0.157828	0.120737	0.106381	0.246735	0.0274884	0.0117642	0.0299083	0.0436397	0.122258	0.164179	0.239759	0.0216873	0.151168	0.0813753	0.131167	0.0563765	0.00241535	0.0930895	0.000353613	0.103685	0.000187012	0.364352	0.0194698	0.0244808	0.339378	0.000527963	0.0012877	0.0591019	0.0201254	0.0486294	0.106159	0.0101273	0.0348897	0.159818	0.0599392	0.0194009	0.139568	0.0370772	0.0907284	0.0114258	0.256315	0.0198045	0.0477635	0.015164	0.0996176	0.0482843	0.106891	0.056939	0.0409615	0.0096945	0.0339674	0.0400131	0.102907	0.0389032	0.0899621	0.000639341	0.00525626	0.0393598	0.157091	0.00641765	0.0448397	0.00667333	0.0359265	0.0938911	0.0329395	0.0330419	0.0158166	0.0156483	0.0433664	0.0104416	0.0694667	0.0250116	0.022179	0.0874855	0.00579904	0.0734301	0.0561399	0.138472	0.022623	0.0532745	0.113082	0.494312	0.0117903	0.0423042	0.11057	0.9491723	0.9032615	0.254156	0.512703	0.811864	1.23173	1.95045	3.9346	0.9904657	0.0186755	0.00209149	0.0367	0.026576	0.000929557	0.0177495	0.0408261	0.0146228	0.00351921	0.00269734	0.01613	0.013957	0.0119922	0.0176527	0.000879181	0.00884741	0.00968815	0.0013352	0.00940519	0.00810707	0.00774366	0.00880686	0.00833566	0.00151917	0.00225672	0.00564535	0.00434041	0.00610079	0.00620033	0.010475	0.00666412	0.0153951	0.0329294	0.00722694	0.00561574	0.00403671	0.00497164	0.00666592	0.00414044	0.00987139	0.00145485	0.00244128	0.00512163	0.000420863	0.0121825	0.000747937	0.0095433	0.00497841	0.00131297	0.000575414	0.00294925	0.00262893	0.00313966	0.0157277	0.00426611	0.000158413	0.0135053	0.00355124	0.014768	0.000615414	0.00227505	0.00105021	0.0126226	4.43757e-06	0.000593628	0.00145488	0.00794019	0.00121982	0.01125	0.00860613	0.00758283	0.0175873	0.00195937	0.000838554	0.00213186	0.00311064	0.00871455	0.0117027	0.01709	0.00154587	0.0107752	0.00580044	0.00934962	0.00401852	0.000172166	0.00663543	2.52055e-05	0.00739066	1.33303e-05	0.025971	0.00138781	0.001745	0.0241909	3.76332e-05	9.17875e-05	0.00421279	0.00143454	0.00346631	0.00756699	0.000721878	0.00248694	0.0113918	0.00427247	0.00138289	0.0099484	0.00264286	0.00646713	0.00081443	0.0182701	0.00141167	0.00340459	0.00108089	0.00710075	0.00344171	0.0076192	0.00405862	0.00291974	0.000691025	0.0024212	0.00285213	0.00733523	0.00277303	0.00641251	4.55723e-05	0.000374667	0.00280557	0.0111975	0.000457451	0.00319618	0.000475675	0.00256084	0.00669256	0.00234793	0.00235523	0.00112741	0.00111541	0.00309116	0.000744277	0.00495159	0.00178283	0.00158092	0.00623597	0.000413356	0.0052341	0.00400165	0.00987029	0.00161257	0.00379741	0.00806053	0.0352346	0.000840411	0.00301544	0.00788145	1.015905	0.525414	0.474586	14.02916
72	-4321.899	-4605.32	283.4218	0.117428	0.0104561	0.186595	0.768151	0.073524	0.200426	0.195311	0.130621	0.010338	0.0841255	0.156216	0.246238	0.0974609	0.226487	0.00709285	0.12026	0.131258	0.0112615	0.148281	0.0840589	0.146551	0.116046	0.0944726	0.0756825	0.0605504	0.0559521	0.13954	0.0648113	0.0449467	0.0612093	0.0878112	0.298848	0.344645	0.11601	0.0417131	0.0628826	0.0310807	0.120041	0.0545574	0.130073	0.117061	0.0922786	0.0682366	0.0282899	0.110011	0.0728059	0.0913756	0.0264559	0.0224082	0.067915	0.0576507	0.00617511	0.0834195	0.0332212	0.0510729	0.0287645	0.0709675	0.0929151	0.0241894	0.0024438	0.0122376	0.0814718	0.0436004	0.000452483	0.152261	0.034864	0.0923848	0.0155	0.0142477	0.069201	0.07243	0.0456892	0.133594	0.0709836	0.0988864	0.114327	0.0648294	0.141006	0.159683	0.0473753	0.0356705	0.0944592	0.07561	0.0263773	0.0643482	0.0753245	0.00636891	0.0865488	0.000105502	0.508085	0.0516098	0.0302819	0.198098	0.00958781	0.00794157	0.0482934	0.193518	0.0360712	0.0997081	0.0540212	0.0824718	0.0231785	0.0375867	0.0407398	0.334277	0.0211036	0.0774884	0.0135427	0.325373	0.043571	0.0352696	0.025978	0.0316212	0.000448451	0.0632519	0.0504135	0.105421	0.0602212	0.0892466	0.0646583	0.102269	0.0456263	0.0325048	2.003e-05	0.00500606	0.0629934	0.0178306	0.018563	0.169994	0.0425194	0.0463319	0.282561	0.23215	0.0989769	0.124143	0.0225465	0.00422675	0.0751853	0.00130296	0.0084641	0.0523392	0.0692095	0.0540917	0.0616875	0.0452207	0.0871986	0.0404332	0.0186797	0.106211	0.455885	0.000293901	0.023348	0.0148979	1.054916	1.116214	0.285966	0.543054	0.826563	1.20983	1.84144	3.49692	0.9051983	0.00875261	0.000779357	0.0139081	0.0572551	0.0054802	0.014939	0.0145577	0.00973602	0.000770554	0.0062704	0.0116438	0.0183536	0.00726437	0.0168815	0.000528674	0.0089637	0.00978349	0.000839393	0.0110523	0.00626543	0.0109233	0.0086496	0.00704163	0.00564109	0.0045132	0.00417046	0.0104008	0.00483079	0.00335016	0.00456231	0.00654512	0.022275	0.0256885	0.00864691	0.00310914	0.00468703	0.00231664	0.00894743	0.0040665	0.00969511	0.00872525	0.0068781	0.0050861	0.00210862	0.00819977	0.00542668	0.0068108	0.00197193	0.00167023	0.00506213	0.00429707	0.00046027	0.00621778	0.00247618	0.00380678	0.002144	0.00528965	0.00692554	0.00180298	0.000182151	0.000912147	0.0060726	0.00324981	3.37264e-05	0.011349	0.00259863	0.00688601	0.00115531	0.00106197	0.00515798	0.00539866	0.0034055	0.00995756	0.00529085	0.00737062	0.00852152	0.00483214	0.01051	0.0119022	0.00353118	0.00265874	0.00704063	0.00563568	0.00196607	0.00479627	0.0056144	0.000474714	0.00645102	7.86372e-06	0.0378707	0.0038468	0.0022571	0.0147655	0.000714639	0.000591935	0.00359961	0.0144241	0.00268861	0.00743187	0.00402654	0.00614714	0.00172764	0.00280157	0.00303659	0.0249157	0.00157298	0.00577569	0.00100942	0.0242521	0.00324762	0.00262887	0.0019363	0.00235692	3.34259e-05	0.00471456	0.00375763	0.0078577	0.00448866	0.0066521	0.00481938	0.00762277	0.00340081	0.00242278	1.49296e-06	0.000373133	0.00469529	0.00132903	0.00138362	0.0126707	0.00316923	0.0034534	0.0210611	0.0173036	0.00737737	0.00925315	0.00168053	0.000315046	0.00560403	9.71175e-05	0.000630882	0.00390117	0.00515861	0.00403179	0.00459796	0.00337058	0.00649945	0.00301374	0.00139231	0.00791659	0.0339799	2.19063e-05	0.00174027	0.00111043	0.9833663	0.472542	0.527458	13.41629
108	-4316.044	-4596.652	280.6085	0.217394	0.120152	0.180585	0.722586	0.150337	0.0476181	0.330418	0.11349	0.0935245	0.0847385	0.0344516	0.197857	0.0439603	0.18737	0.0127181	0.169091	0.0885154	0.0468134	0.140857	0.149721	0.14209	0.108462	0.184236	0.0815007	0.0819595	0.117913	0.193238	0.109127	0.0292226	0.0880461	0.0698791	0.18117	0.326064	0.143905	0.120725	0.0350263	0.0651015	0.185025	0.0947946	0.0741762	0.143618	0.0716112	0.133951	0.043705	0.0511413	0.0647033	0.0796703	0.14712	0.0020912	0.0133458	0.126533	0.0761079	0.0202009	0.0353254	0.0113667	0.127798	0.0649496	0.0220122	0.0733588	0.0190145	0.0118839	0.0130772	0.0801676	0.00469145	0.0706705	0.0376313	0.135005	0.0221251	0.0269272	0.0137297	0.0296582	0.0901012	0.193945	0.0767072	0.258382	0.0362101	0.0566152	0.260214	0.118706	0.0236957	0.420239	0.00186471	0.0827269	0.0427294	0.0264448	0.0561669	0.0766562	0.199075	0.0118187	0.235996	0.0807656	0.0123649	0.127108	0.0283847	0.0591288	0.0449888	0.105216	0.0676348	0.140751	0.0526354	0.14236	0.0503825	0.0802755	0.0774111	0.231192	0.0119737	0.095068	0.152073	0.306479	0.036335	0.21034	0.0583935	0.0522243	0.00204795	0.0397248	0.0275435	0.163921	0.0149164	0.0579087	0.0513577	0.156817	0.0624265	0.107058	0.00252251	0.0103522	0.0418882	0.135275	0.00184961	0.260068	0.0518614	0.0301864	0.345819	0.406847	0.1543	0.0637174	0.00445717	0.0147138	0.0683268	0.00263138	0.0297376	0.0104434	0.068269	0.112396	0.057401	0.0801091	0.238232	0.00259744	0.00397236	0.0783017	0.0941177	0.000571501	0.1244	0.0164278	0.9862484	0.9728699	0.352255	0.601175	0.853203	1.17205	1.66341	2.83885	0.7544496	0.0144694	0.00799715	0.0120195	0.0480944	0.0100062	0.0031694	0.0219921	0.00755377	0.00622486	0.00564008	0.00229305	0.0131691	0.00292594	0.0124711	0.000846498	0.0112545	0.00589146	0.00311583	0.00937522	0.00996521	0.0094573	0.00721907	0.0122625	0.00542458	0.00545511	0.00784814	0.0128617	0.00726335	0.00194501	0.00586023	0.00465106	0.0120584	0.0217023	0.00957812	0.00803532	0.00233131	0.00433307	0.012315	0.0063094	0.00493707	0.00955901	0.00476634	0.00891558	0.00290894	0.00340389	0.00430656	0.00530275	0.00979209	0.000139188	0.000888279	0.00842188	0.00506564	0.00134454	0.00235121	0.000756554	0.00850606	0.00432296	0.0014651	0.00488266	0.00126558	0.000790975	0.000870397	0.00533585	0.000312256	0.00470373	0.00250469	0.00898573	0.00147261	0.00179224	0.000913827	0.00197401	0.00599701	0.0129087	0.00510553	0.0171976	0.0024101	0.00376823	0.0173195	0.00790093	0.00157715	0.0279705	0.000124112	0.00550619	0.00284401	0.00176013	0.00373839	0.00510213	0.0132502	0.000786639	0.0157076	0.00537564	0.000822988	0.00846016	0.00188925	0.00393553	0.00299439	0.00700305	0.00450168	0.00936819	0.00350334	0.00947532	0.00335339	0.00534303	0.00515237	0.0153878	0.000796956	0.0063276	0.0101218	0.0203988	0.00241841	0.014	0.00388659	0.00347598	0.000136309	0.00264403	0.00183326	0.0109104	0.000992813	0.00385433	0.0034183	0.0104375	0.00415502	0.00712562	0.000167895	0.000689026	0.00278802	0.00900374	0.000123108	0.0173098	0.00345183	0.00200917	0.0230173	0.0270792	0.01027	0.00424094	0.000296663	0.000979333	0.00454774	0.000175141	0.00197929	0.0006951	0.00454389	0.00748091	0.00382053	0.00533195	0.0158564	0.000172882	0.000264395	0.00521166	0.00626435	3.80383e-05	0.00827992	0.00109341	1.004254	0.506876	0.493124	15.02435
144	-4331.13	-4618.531	287.4007	0.182538	0.21804	0.279814	0.43216	0.166398	0.0565011	0.208866	0.225249	0.0391564	0.0496869	0.023262	0.236065	0.0336465	0.161991	0.047843	0.0797125	0.0678647	0.00398833	0.0939557	0.134117	0.130377	0.110765	0.106782	0.0251205	0.224677	0.073086	0.0425438	0.0840865	0.0600015	0.0677677	0.0778409	0.113448	0.227693	0.1347	0.0443182	0.04092	0.039313	0.0955494	0.0337435	0.117672	0.05531	0.0718413	0.0584438	0.0156597	0.0358257	0.0727738	0.143738	0.13719	0.00352329	0.0122881	0.0171187	0.0581565	0.004792	0.0141157	0.0385951	0.089398	0.0626868	0.0159565	0.0579379	0.0264714	0.0307986	0.00128192	0.0143008	0.0265472	0.0529064	0.0308183	0.0629348	0.0300845	0.017363	0.0904883	0.0285732	0.160171	0.0846229	0.0437693	0.276343	0.0497699	0.0344141	0.0379675	0.00269155	0.0330935	0.142078	0.0412291	0.00608843	0.0158086	0.00243542	0.0289519	0.106074	0.0455833	0.00307105	0.235468	0.0596058	0.00459686	0.0458369	0.00176749	0.0199527	0.0300083	0.066359	0.0216627	0.0563574	0.136518	0.0475314	0.00823015	0.0551269	0.0443649	0.301683	0.00936528	0.0120357	0.1891	0.204798	0.00720408	0.114303	0.0852058	0.0853141	0.000933094	0.0531292	0.0154626	0.118119	0.152121	0.0798117	0.0761813	0.0687363	0.000897543	0.0937431	0.0381532	0.0067707	0.0132808	0.106875	0.00538739	0.231117	0.0329456	0.0322092	0.21307	0.162856	0.185608	0.00904797	0.00114207	0.0287358	0.108661	3.04006e-05	0.0410587	0.0135424	0.0127271	0.125587	0.0748433	0.0218243	0.101083	2.73459e-05	0.0170264	0.0179714	0.0405384	0.0024646	0.0213596	0.0683005	1.00729	1.014687	0.234878	0.493353	0.802178	1.24661	2.02695	4.25754	1.047503	0.0161265	0.019263	0.0247205	0.0381797	0.0147006	0.00499165	0.0184525	0.0198999	0.00345932	0.00438964	0.00205511	0.0208554	0.00297254	0.0143113	0.00422674	0.00704229	0.00599559	0.000352353	0.00830062	0.0118487	0.0115183	0.00978566	0.00943374	0.0022193	0.0198493	0.00645687	0.00375858	0.00742872	0.0053009	0.00598702	0.00687695	0.0100227	0.0201158	0.0119002	0.00391534	0.00361513	0.00347315	0.00844142	0.00298111	0.0103959	0.00488642	0.0063469	0.00516328	0.00138348	0.00316506	0.00642928	0.0126987	0.0121202	0.000311269	0.00108561	0.00151237	0.00513791	0.000423355	0.00124706	0.00340973	0.00789796	0.00553814	0.0014097	0.00511859	0.00233864	0.00272094	0.000113252	0.00126342	0.00234535	0.00467408	0.00272268	0.00556005	0.00265785	0.00153396	0.00799429	0.00252433	0.0141505	0.00747611	0.00386685	0.0244138	0.00439698	0.00304035	0.00335428	0.000237788	0.00292368	0.012552	0.00364243	0.000537889	0.00139662	0.00021516	0.00255779	0.00937123	0.00402711	0.000271315	0.0208026	0.00526594	0.000406115	0.00404951	0.000156151	0.00176274	0.00265112	0.00586256	0.00191382	0.00497896	0.0120608	0.00419922	0.000727102	0.00487025	0.00391947	0.0266525	0.000827386	0.00106331	0.0167062	0.0180931	0.000636453	0.0100982	0.00752761	0.00753717	8.24353e-05	0.00469376	0.00136606	0.0104354	0.0134393	0.00705105	0.00673033	0.00607259	7.92944e-05	0.00828184	0.00337069	0.000598165	0.0011733	0.00944203	0.000475955	0.0204183	0.00291061	0.00284556	0.0188239	0.0143877	0.0163977	0.000799353	0.000100897	0.0025387	0.00959976	2.68578e-06	0.00362738	0.00119642	0.00112439	0.0110951	0.00661212	0.00192809	0.00893031	2.41591e-06	0.00150422	0.00158771	0.00358141	0.000217738	0.00188704	0.00603408	0.9977596	0.496355	0.503645	11.31911
